stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id
1895,5319,Lawrence Ave East at Susan St,,43.763163,-79.209074,,,0,,,1,
1896,2936,350 Morningside Ave - West Hill Collegiate,,43.776049,-79.189427,,,0,,,2,
1897,8697,Weston Rd at Bradmore Ave,,43.723203,-79.537139,,,0,,,2,
1898,6547,Marlee Ave at Livingstone Ave,,43.698896,-79.439797,,,0,,,2,
1899,9104,Weston Rd at Toryork Dr,,43.753169,-79.542526,,,0,,,1,
1900,6642,Parliament St at Oak St,,43.660599,-79.366381,,,0,,,1,
1901,12130,West Service Rd at St Albans Rd,,43.639282,-79.534872,,,0,,,1,
1902,923,Danforth Ave at Warden Ave,,43.694206,-79.273978,,,0,,,1,
1903,3106,Sheppard Ave West at Bakersfield St Westside - Downsview Par,,43.754319,-79.480593,,,0,,,1,
1904,5665,McCowan Rd at Ellesmere Rd,,43.771981,-79.251352,,,0,,,1,
1905,5692,Midland Ave at Midland Station,,43.770434,-79.272115,,,0,,,1,
1906,9873,5 Sheffield St,,43.703658,-79.469982,,,0,,,1,
1907,7193,4770 Sheppard Ave East,,43.790724,-79.25407,,,0,,,1,
1908,5454,Leslie St at Lawrence Ave East South Side,,43.734157,-79.356045,,,0,,,2,
1909,6685,Pharmacy Ave at Craigton Dr,,43.727126,-79.29791,,,0,,,1,
1910,5398,Lawrence Ave West at Ralph St West Side,,43.701059,-79.512602,,,0,,,1,
1912,8856,Wilson Ave at Epic Lane Rd,,43.72139,-79.506142,,,0,,,2,
1913,8860,Wilson Ave at Highview Ave East Side,,43.723322,-79.496337,,,0,,,2,
1914,9301,Skyway Ave at Dixon Rd,,43.687681,-79.586549,,,0,,,1,
1915,9685,Gerrard St East at Scarborough Rd,,43.68611,-79.28993,,,0,,,2,
1916,5880,Oakdale Rd at Eddystone Ave,,43.74681,-79.526502,,,0,,,1,
1917,6467,Huntingwood Dr at Warden Ave East Side,,43.7856,-79.310121,,,0,,,1,
1918,4324,Kipling Ave at Holywell Dr,,43.688235,-79.555712,,,0,,,1,
1920,1778,Cosburn Ave at Cedarvale Ave,,43.696958,-79.315328,,,0,,,1,
1921,822,College St at Crawford St,,43.655048,-79.419148,,,0,,,2,
1922,8598,Warden Ave at Sheppard Ave East,,43.778574,-79.307628,,,0,,,1,
1923,2044,Dufferin St at Dupont St South Side,,43.668082,-79.43895,,,0,,,1,
1924,7875,John Garland Blvd at Martin Grove Rd West Side,,43.732009,-79.589827,,,0,,,1,
1925,6290,Carlaw Ave at Lake Shore Blvd East South Side,,43.654374,-79.337065,,,0,,,1,
1927,14256,Steeles Ave East at Redlea Ave,,43.823929,-79.30533,,,0,,,1,
1928,10829,McNicoll Ave at Dynamic Dr East Side,,43.823316,-79.250753,,,0,,,1,
1929,7715,Ellesmere Rd at Principal Rd East Side,,43.762583,-79.294268,,,0,,,1,
1930,763,Cordova Ave at Dundas St West South Side,,43.648526,-79.528396,,,0,,,2,
1931,9185,Park Lane Cir at Post Rd South Side,,43.736687,-79.378055,,,0,,,1,
1932,9640,Brimley Rd at Danforth Rd,,43.735116,-79.247234,,,0,,,1,
1933,2086,Dufferin St at Rowan Ave,,43.692263,-79.448914,,,0,,,2,
1934,6558,Marlee Ave at Whitmore Ave,,43.700395,-79.440405,,,0,,,1,
1935,8654,Westhumber Blvd at Esther Lorrie Dr West Side,,43.727324,-79.577601,,,0,,,1,
1936,9778,Sheppard Ave East at Grand Marshall Dr,,43.802911,-79.195105,,,0,,,1,
1937,3334,Belfield Rd at Iron St,,43.700797,-79.580983,,,0,,,1,
1938,1711,Bayview Ave at Bayview Ridge Cres,,43.742341,-79.383159,,,0,,,1,
1939,2444,Evans Ave at Horner Ave,,43.616805,-79.519106,,,0,,,1,
1940,10662,South Kingsway at Ormskirk Ave,,43.638666,-79.476559,,,0,,,2,
1941,4680,Tycos Dr at Caledonia Rd,,43.703313,-79.464281,,,0,,,1,
1942,3907,Jane St at Lawrence Ave West,,43.703114,-79.503968,,,0,,,1,
1943,5358,Lawrence Ave West at De Marco Blvd West Side,,43.705831,-79.490629,,,0,,,1,
1945,226,Opposite 4600 Bathurst St,,43.762333,-79.439959,,,0,,,1,
1946,4672,220 Toryork Dr,,43.761355,-79.561117,,,0,,,1,
1947,4615,Spadina Rd at St Clair Ave West,,43.684781,-79.411333,,,0,,,2,
1948,2292,Eglinton Ave East at McCowan Rd,,43.738664,-79.238637,,,0,,,1,
1950,8063,Rangoon Rd at Hagersville Crt North Side,,43.664001,-79.577509,,,0,,,1,
1951,5735,Midland Ave at Prudential Dr,,43.749747,-79.264703,,,0,,,1,
1952,2359,Eglinton Ave West at Heddington Ave,,43.703573,-79.413713,,,0,,,1,
1953,8565,Warden Ave at Finch Ave East,,43.796614,-79.315507,,,0,,,1,
1954,5259,Lawrence Ave East at The Donway East,,43.737567,-79.341124,,,0,,,1,
1955,7057,Runnymede Rd at Dundas St West,,43.665365,-79.48196,,,0,,,1,
1957,11255,Dawes Rd at Crescent Town Rd North Side,,43.696877,-79.297108,,,0,,,1,
1958,10872,Sewells Rd at McLevin Ave South Side,,43.810006,-79.214057,,,0,,,1,
1959,2172,Dundas St West at Lisgar St,,43.649434,-79.426882,,,0,,,2,
1960,13950,Fenelon Dr at Graydon Hall Dr South Side,,43.763361,-79.33904,,,0,,,1,
1961,3884,Jane St at Eddystone Ave,,43.749031,-79.515444,,,0,,,1,
1962,13641,Main St Markham North at Thomson Crt,,43.874837,-79.259936,,,0,,,2,
1963,3265,York Mills Rd at York Ridge Rd,,43.74447,-79.401416,,,0,,,2,
1964,3680,Greenwood Ave at Ivy Ave,,43.673526,-79.329182,,,0,,,1,
1965,11068,Weston Rd at Gunns Rd,,43.67581,-79.47009,,,0,,,1,
1966,11000,Opposite 230 The Donway West,,43.738748,-79.346774,,,0,,,1,
1967,1427,47 Orfus Rd,,43.719368,-79.460466,,,0,,,1,
1968,9841,Brenyon Way at Sewells Rd,,43.807613,-79.21537,,,0,,,1,
1969,6392,Foxwell St at Bruton Rd,,43.670129,-79.498562,,,0,,,1,
1970,8662,247 The West Mall,,43.632068,-79.560219,,,0,,,1,
1972,1487,Rathburn Rd at Kipling Ave,,43.659984,-79.543032,,,0,,,1,
1974,11567,Thistle Down Blvd at Barkwin Dr East Side,,43.737229,-79.55876,,,0,,,1,
1976,13869,Yonge St at North York Blvd,,43.766911,-79.412451,,,0,,,1,
1979,11365,Corporate Dr at Progress Ave North Side,,43.780553,-79.243864,,,0,,,1,
1981,19,Anglesey Blvd at Wimbleton Rd,,43.66478,-79.528983,,,0,,,1,
1982,7244,Sheppard Ave East at Settlers Rd,,43.774535,-79.326911,,,0,,,1,
1983,5021,Dundas St West at Old Oak Dr East Side,,43.657008,-79.519699,,,0,,,2,
1984,8539,Warden Ave at Bowater Dr,,43.781022,-79.309184,,,0,,,1,
1985,500,Bloor St West at Christie St,,43.663559,-79.418706,,,0,,,1,
1986,2259,Eglinton Ave East at Danforth Rd,,43.736844,-79.246727,,,0,,,1,
1987,13315,Scarlett Rd at Bernice Cres,,43.667169,-79.499833,,,0,,,1,
1989,2067,Dufferin St at King St West,,43.63907,-79.427505,,,0,,,1,
1990,7272,Sheppard Ave West at Don River Blvd,,43.7565,-79.432941,,,0,,,1,
1991,6836,Queen St West at Brock Ave,,43.641387,-79.432411,,,0,,,1,
1992,8497,Victoria Park Ave at Sheppard Ave East,,43.775084,-79.322721,,,0,,,1,
1993,11244,Littles Rd at Birrell Ave,,43.817377,-79.204624,,,0,,,1,
1995,4999,Dixon Rd at Roxaline St,,43.700443,-79.530724,,,0,,,1,
1996,7703,Ellesmere Rd at Morningside Ave,,43.785523,-79.193129,,,0,,,1,
1997,8591,Warden Ave at Metropolitan Rd,,43.767101,-79.302602,,,0,,,1,
1998,2573,Finch Ave East at Wilfred Ave,,43.782881,-79.401773,,,0,,,2,
2000,2025,Dufferin St at Castlefield Ave,,43.700622,-79.45155,,,0,,,1,
2001,9881,Steeles Ave East at Opposite Walkway to Dairis Cres,,43.828963,-79.28354,,,0,,,1,
2002,6795,Pritchard Ave at Batavia Ave West Side,,43.670196,-79.490042,,,0,,,2,
2003,4935,Culford Rd at Woolton Cres North,,43.701453,-79.485361,,,0,,,1,
2005,6648,Parliament St at St James Ave,,43.669711,-79.370053,,,0,,,1,
2007,1385,Neilson Rd at Walkway to Blackwater Cres & Kessack Crt,,43.799907,-79.218183,,,0,,,1,
2008,6735,Pharmacy Ave at Pachino Blvd,,43.763108,-79.311847,,,0,,,1,
2009,3798,Islington Ave at Golfdown Dr,,43.721595,-79.55828,,,0,,,1,
2010,6708,Pharmacy Ave at Gordon Baker Rd South Side,,43.811175,-79.334094,,,0,,,1,
2011,702,Caledonia Rd at Bentworth Ave,,43.719708,-79.468754,,,0,,,1,
2013,2268,Eglinton Ave East at Dunfield Ave,,43.707504,-79.394948,,,0,,,1,
2014,3733,Hullmar Dr at Bloomington Cres (East),,43.761282,-79.523517,,,0,,,1,
2015,1432,Orfus Rd at Dufflaw Rd,,43.718709,-79.463528,,,0,,,1,
2016,8330,Sutherland Dr at Hanna Rd,,43.701662,-79.36558,,,0,,,1,
2017,4701,Washburn Way at Griffen Dr,,43.798171,-79.22806,,,0,,,2,
2018,6239,Ameer Ave at Sultana Ave,,43.726863,-79.440154,,,0,,,2,
2020,1601,Steeles Ave West at Northwest Gate East Side,,43.777721,-79.510466,,,0,,,1,
2023,8792,Willowdale Ave at Bishop Ave,,43.783495,-79.408038,,,0,,,1,
2024,2626,Finch Ave West at Romfield Lane,,43.762721,-79.493585,,,0,,,1,
2025,5434,Leslie St at Corning Rd,,43.782011,-79.366258,,,0,,,1,
2027,2308,Eglinton Ave East at Rumsey Rd,,43.712455,-79.369755,,,0,,,1,
2028,4293,Kipling Ave at Brookmere Rd,,43.72804,-79.574378,,,0,,,1,
2029,3450,Coronation Dr at Chemical Crt,,43.765644,-79.163145,,,0,,,1,
2030,2835,Longbourne Dr at Martin Grove Rd West Side,,43.680803,-79.566618,,,0,,,1,
2031,2037,Dufferin St at Dane Ave,,43.716083,-79.454991,,,0,,,1,
2032,57,Avenue Rd at Davenport Rd,,43.674804,-79.396742,,,0,,,2,
2034,1254,Steeles Ave East Loop at Bayview Ave,,43.803431,-79.397336,,,0,,,1,
2035,1814,Cummer Ave at Pineway Blvd East Side,,43.798759,-79.375492,,,0,,,1,
2036,1785,Coxwell Ave at Danforth Ave,,43.683211,-79.32345,,,0,,,1,
2037,167,Bathurst St at Lennox St,,43.663726,-79.410537,,,0,,,2,
2038,980,Dufferin St at Finch Ave West,,43.768709,-79.466643,,,0,,,1,
2039,193,Bathurst St at Robinson St,,43.649099,-79.40483,,,0,,,2,
2040,2812,Lawrence Ave East at Blaine Dr East Side,,43.734605,-79.358928,,,0,,,1,
2041,4704,Washburn Way at Tapscott Rd,,43.804149,-79.224085,,,0,,,1,
2042,2351,Eglinton Ave West at Gardiner Rd,,43.702095,-79.419973,,,0,,,1,
2043,1457,Queen's Park Cres West at Hart House,,43.663704,-79.393497,,,0,,,1,
2045,1515,Royal York Rd at Kingsgrove Blvd,,43.653388,-79.513913,,,0,,,1,
2046,8221,Steeles Ave East at Firebrace Rd,,43.817679,-79.33227,,,0,,,1,
2047,4730,Wynford Dr at Wynford Heights Cres,,43.726526,-79.327394,,,0,,,2,
2048,11047,Humberline Dr at Woodlot Cres (West) East Side,,43.731957,-79.61503,,,0,,,2,
2049,11540,John Garland Blvd at Kipling Ave West Side,,43.73536,-79.579129,,,0,,,1,
2051,5724,Midland Ave at Midwest Rd (South),,43.754112,-79.266076,,,0,,,1,
2052,2458,400 Evans Ave,,43.615379,-79.528493,,,0,,,1,
2053,599,Bloor St West at Windermere Ave,,43.650327,-79.480213,,,0,,,1,
2054,5726,Midland Ave at Millbridge Gate,,43.762513,-79.269114,,,0,,,1,
2055,911,Danforth Ave at Victoria Park Ave,,43.691046,-79.288739,,,0,,,1,
2056,9107,Don Mills Rd at York Mills Rd South Side,,43.75526,-79.347225,,,0,,,1,
2057,13957,Roywood Dr at Fenside Dr South Side,,43.765137,-79.329915,,,0,,,1,
2058,5286,Lawrence Ave East at Marcos Blvd,,43.752704,-79.258639,,,0,,,1,
2059,1553,St Clair Ave East at Andrew Ave,,43.720304,-79.244502,,,0,,,1,
2061,3477,150 Disco Rd,,43.701024,-79.608085,,,0,,,1,
2062,12051,Progress Ave at Milner Business Crt,,43.78833,-79.233194,,,0,,,1,
2063,9876,Sheffield St at Colville Rd,,43.707357,-79.471206,,,0,,,2,
2066,1883,Davisville Ave at Yonge St,,43.698505,-79.395939,,,0,,,1,
2067,11041,Finch Ave West at Opposite Albion Centre,,43.743183,-79.587564,,,0,,,1,
2068,6989,Royal York Rd at Dartmouth Cres,,43.605546,-79.494017,,,0,,,1,
2069,8347,26 Thorncliffe Park Dr at Grandstand Pl,,43.703125,-79.346257,,,0,,,1,
2070,5767,Mortimer Ave at Burley Ave East Side,,43.684395,-79.354074,,,0,,,2,
2071,4650,Symington Ave at Dupont St,,43.665587,-79.451073,,,0,,,2,
2072,4806,Bradstock Rd at Rivalda Rd,,43.739757,-79.535765,,,0,,,1,
2073,3662,Glencairn Ave at Marlee Ave,,43.709079,-79.443655,,,0,,,1,
2074,6701,Pharmacy Ave at Elm Bank Rd,,43.734485,-79.301168,,,0,,,1,
2075,3645,Glencairn Ave at Capitol Ave,,43.707818,-79.449628,,,0,,,1,
2076,293,Bayview Ave at Finch Ave East,,43.785158,-79.392374,,,0,,,1,
2077,10623,North Queen St at Manstor Rd,,43.617687,-79.557511,,,0,,,1,
2078,3243,Yonge St at Shuter St,,43.653972,-79.37982,,,0,,,1,
2079,521,Bloor St West at Havelock St,,43.66057,-79.432314,,,0,,,1,
2080,5469,Leslie St at Overland Dr,,43.730186,-79.35434,,,0,,,1,
2081,3120,St Clair Ave East at Plaxton Dr,,43.707535,-79.302772,,,0,,,1,
2082,2312,Eglinton Ave East at Sutherland Dr,,43.712965,-79.367322,,,0,,,1,
2084,8306,Steeles Ave West at Signet Dr,,43.770762,-79.54357,,,0,,,1,
2085,5769,Mortimer Ave at Carlaw Ave East Side,,43.685303,-79.34947,,,0,,,1,
2086,6475,Lower Jarvis St at Lake Shore Blvd East,,43.645428,-79.369676,,,0,,,1,
2087,8211,Steeles Ave East at Bayview Ave,,43.802916,-79.39735,,,0,,,1,
2088,8532,Warden Ave at Bamburgh Cir (South),,43.811731,-79.323609,,,0,,,1,
2089,8371,Toba Dr at Montressor Dr,,43.757546,-79.391531,,,0,,,1,
2090,1967,Don Mills Rd at Seneca Hill Dr,,43.790161,-79.353964,,,0,,,1,
2091,94,Bathurst St at Baycrest Ave,,43.729521,-79.432022,,,0,,,1,
2092,703,Caledonia Rd at Bowie Ave North Side,,43.695175,-79.462802,,,0,,,2,
2093,5618,1330 Martin Grove Rd,,43.711129,-79.579926,,,0,,,1,
2094,9262,Steeles Ave West at Walkway to Cathy Jean Cres,,43.759309,-79.592962,,,0,,,2,
2095,7984,Montressor Dr at Troon Crt,,43.75865,-79.392075,,,0,,,1,
2096,9474,Milner Ave at McCowan Rd,,43.785732,-79.255226,,,0,,,2,
2098,8682,The West Mall at Rathburn Rd South Side,,43.652618,-79.572504,,,0,,,2,
2100,5931,O'Connor Dr at Hutton Ave,,43.698063,-79.327554,,,0,,,1,
2101,7596,Carrier Dr at Humber College Blvd East Side,,43.738081,-79.609365,,,0,,,1,
2105,8818,Willowdale Ave at Parkview Ave South Side,,43.772926,-79.403558,,,0,,,2,
2106,13668,Markham Rd at Steeles Ave East South Side,,43.836078,-79.251323,,,0,,,1,
2107,8521,Victoria Park Ave at Van Horne Ave,,43.789331,-79.329793,,,0,,,1,
2108,3660,Glencairn Ave at Lansdowne Ave,,43.705401,-79.46096,,,0,,,1,
2109,4354,Kipling Ave at Panorama Crt,,43.746663,-79.583501,,,0,,,1,
2110,10720,Church St at Grattan St,,43.705729,-79.519814,,,0,,,1,
2111,3546,Elmhurst Dr at Cromarty Dr,,43.723439,-79.562484,,,0,,,2,
2112,13433,Albion Rd at Steinway Blvd,,43.747999,-79.628933,,,0,,,1,
2113,5837,Mt Pleasant Rd at Ranleigh Ave North Side,,43.728996,-79.39772,,,0,,,1,
2114,4295,Kipling Ave at Burnhamthorpe Rd,,43.651133,-79.539555,,,0,,,1,
2116,5728,Midland Ave at Montgomery Ave,,43.790915,-79.280968,,,0,,,1,
2117,1674,Yonge St at Soudan Ave,,43.704031,-79.39766,,,0,,,1,
2118,6603,Mill St at Parliament St,,43.650318,-79.36191,,,0,,,1,
2120,9985,150 Culford Rd,,43.7051,-79.487242,,,0,,,2,
2121,3929,Jane St at St John's Rd,,43.662041,-79.489769,,,0,,,1,
2122,1768,Broadview Ave at Wolfrey Ave,,43.674192,-79.356887,,,0,,,2,
2123,5811,Mt Pleasant Rd at Davisville Ave,,43.700441,-79.387123,,,0,,,1,
2124,7408,Varna Dr at Ranee Ave,,43.7235,-79.445359,,,0,,,1,
2126,9066,Yonge St at Wilson Ave - York Mills Station,,43.74429,-79.406957,,,0,,,1,
2127,14146,Woodbine Beach Loop at Lake Shore Blvd East,,43.663365,-79.309034,,,0,,,1,
2128,105,Bathurst St at Cedarcroft Blvd South Side,,43.783511,-79.445589,,,0,,,1,
2129,4361,Kipling Ave at The Queensway North Side,,43.621363,-79.526787,,,0,,,1,
2130,4910,Coxwell Ave at Plains Rd,,43.695696,-79.328534,,,0,,,1,
2131,1393,Neilson Rd at Oakmeadow Blvd (North),,43.791116,-79.213303,,,0,,,1,
2132,9669,Rexdale Blvd at Precision Rd,,43.715782,-79.588989,,,0,,,1,
2133,761,Carpenter Rd at Steeles Ave West,,43.79187,-79.447447,,,0,,,1,
2134,10238,Middlefield Rd at Newmill Gate,,43.824777,-79.263728,,,0,,,1,
2135,3688,Greenwood Ave at Torbrick Rd,,43.676224,-79.330067,,,0,,,1,
2136,8947,Yonge Blvd at Ridley Blvd,,43.737438,-79.411183,,,0,,,1,
2137,6664,1222 Pharmacy Ave,,43.748385,-79.306772,,,0,,,1,
2138,4299,Kipling Ave at Bywood Dr,,43.657086,-79.542123,,,0,,,2,
2139,8907,Woodbine Ave at O'Connor Dr,,43.69966,-79.318675,,,0,,,1,
2140,6657,Penworth Rd at Pharmacy Ave,,43.764963,-79.31254,,,0,,,2,
2141,1721,Bayview Ave at Eglinton Ave East,,43.710932,-79.376934,,,0,,,1,
2142,6269,Brown's Line at Finsbury Cres,,43.604007,-79.546361,,,0,,,1,
2143,11563,150 Dynamic Dr,,43.828095,-79.252608,,,0,,,1,
2144,6349,Don Mills Rd at Sheppard Ave East North Side,,43.775771,-79.347104,,,0,,,1,
2146,425,Birchmount Rd at Huntingwood Dr North Side,,43.79078,-79.302328,,,0,,,1,
2147,8962,Yonge St at Byng Ave,,43.776514,-79.414575,,,0,,,1,
2148,3949,Judson St at Magnificent Rd,,43.612947,-79.51211,,,0,,,1,
2150,4555,Progress Ave at Midland Ave,,43.773126,-79.272691,,,0,,,1,
2151,3495,Dundas St West at Gilmour Ave,,43.665481,-79.479365,,,0,,,1,
2153,5249,Lawrence Ave East at Charlottetown Blvd West Side,,43.778635,-79.141305,,,0,,,1,
2154,5934,O'Connor Dr at St Clair Ave East North Side,,43.705873,-79.312314,,,0,,,1,
2155,2452,Evans Ave at Sheldon Ave West Side,,43.61153,-79.545796,,,0,,,1,
2156,5681,Midland Ave at Artillery St,,43.818293,-79.294015,,,0,,,1,
2157,6282,Cactus Ave at Homewood Ave,,43.787995,-79.432986,,,0,,,1,
2158,5233,Lawrence Ave East at Bellamy Rd North,,43.757514,-79.23561,,,0,,,1,
2159,144,Bathurst St at Glencairn Ave,,43.712484,-79.428276,,,0,,,1,
2160,5587,Markham Rd at Verne Cres,,43.795761,-79.240146,,,0,,,1,
2162,832,College St at Grace St,,43.654902,-79.415821,,,0,,,2,
2163,5037,East Ave at Golders Green Ave,,43.784664,-79.133348,,,0,,,1,
2164,9777,Lesmill Rd at York Mills Rd,,43.754889,-79.352262,,,0,,,2,
2165,906,Danforth Ave at Patricia Dr,,43.686511,-79.308823,,,0,,,1,
2166,9515,Yorkland Blvd (North) at Yorkland Rd East Side,,43.772955,-79.335749,,,0,,,1,
2168,1935,Don Mills Rd at Gateway Blvd,,43.71453,-79.336562,,,0,,,1,
2170,6436,Huntingwood Dr at Crockamhill Dr West Side,,43.797383,-79.282142,,,0,,,1,
2171,9034,Yonge St at Patricia Ave,,43.78997,-79.417808,,,0,,,1,
2172,14147,Dupont St at Ossington Ave West Side,,43.670351,-79.429628,,,0,,,2,
2173,6020,Rogers Rd at Dufferin St,,43.685463,-79.446245,,,0,,,1,
2175,6278,Cactus Ave at Drewry Ave North Side,,43.784461,-79.431457,,,0,,,1,
2176,3461,Crow Trail at Tunmead Sq,,43.81063,-79.232672,,,0,,,1,
2177,6758,Pharmacy Ave at Surrey Ave,,43.737276,-79.302117,,,0,,,1,
2178,8750,Weston Rd at Northland Ave,,43.678973,-79.474256,,,0,,,1,
2179,4121,Kennedy Rd at Sheppard Ave East,,43.783126,-79.287936,,,0,,,1,
2180,4049,Keele St at Wilson Ave South Side,,43.726047,-79.48212,,,0,,,1,
2181,7366,St Phillips Rd at Riverview Heights,,43.703313,-79.531934,,,0,,,2,
2182,2011,Driftwood Ave at Yorkwoods Gate,,43.751706,-79.512914,,,0,,,1,
2183,10855,Opposite 6807 Steeles Ave West,,43.756198,-79.611243,,,0,,,2,
2184,1294,McCowan Rd at Eglinton Ave East,,43.738578,-79.238017,,,0,,,1,
2185,2194,Dundas St West at University Ave - St Patrick Station,,43.654919,-79.387813,,,0,,,2,
2187,8261,Steeles Ave East at Bathurst St,,43.792709,-79.44514,,,0,,,1,
2188,107,Bathurst St at Claxton Blvd South Side,,43.686625,-79.419824,,,0,,,1,
2189,5484,Leslie St at Talwood Dr (South),,43.738194,-79.356653,,,0,,,2,
2190,7199,Sheppard Ave East at Kingston Rd,,43.799271,-79.146963,,,0,,,1,
2191,8493,Victoria Park Ave at Peard Rd,,43.710775,-79.296911,,,0,,,1,
2192,3847,2825 Islington Ave,,43.748941,-79.567999,,,0,,,1,
2193,6537,Maple Ave at Glen Rd East Side,,43.674873,-79.375273,,,0,,,2,
2195,9071,York Mills Rd at Don Mills Rd,,43.756053,-79.3466,,,0,,,1,
2196,3762,Islington Ave at Barker Ave,,43.731745,-79.562725,,,0,,,1,
2197,10861,Steeles Ave West at Steinway Blvd,,43.754005,-79.620088,,,0,,,1,
2198,10539,7303 Warden Ave,,43.830155,-79.327015,,,0,,,1,
2199,9020,Yonge St at Lawrence Ave West - Lawrence Station,,43.725286,-79.402385,,,0,,,1,
2201,4625,St Clair Ave East at Jeanette St,,43.719753,-79.246965,,,0,,,1,
2202,5482,Leslie St at Talwood Dr (North),,43.740964,-79.357581,,,0,,,1,
2203,4505,Old Weston Rd at Rogers Rd,,43.681721,-79.467457,,,0,,,1,
2204,5280,Lawrence Ave East at Kennedy Rd West Side,,43.749508,-79.275633,,,0,,,1,
2206,4767,Airport Rd at Silver Dart Dr,,43.695107,-79.631147,,,0,,,2,
2207,9846,Brenyon Way at Sewells Rd South Side,,43.807377,-79.21541,,,0,,,1,
2209,7090,Scarlett Rd at Ellins Ave,,43.670712,-79.502634,,,0,,,1,
2211,5533,Main St at Gerrard St East,,43.683794,-79.300051,,,0,,,1,
2212,1125,Gerrard St East  at Norwood Rd,,43.683235,-79.303202,,,0,,,2,
2213,8922,Woodbine Ave at Kingston Rd,,43.673794,-79.307742,,,0,,,1,
2214,9509,Islington Ave at Resources Rd North Side,,43.708432,-79.551717,,,0,,,1,
2215,4574,Roncesvalles Ave at Garden Ave,,43.643538,-79.447901,,,0,,,2,
2217,7118,Senlac Rd at Elmhurst Ave,,43.760422,-79.423089,,,0,,,1,
2218,8733,Weston Rd at Jane St,,43.691276,-79.50065,,,0,,,1,
2220,5644,Martin Grove Rd at Sabine Rd,,43.666823,-79.559785,,,0,,,1,
2222,5112,Gulliver Rd at Culford Rd,,43.697844,-79.483727,,,0,,,1,
2223,1751,The Bridle Path at Suncrest Dr North Side,,43.726749,-79.360192,,,0,,,1,
2224,9849,Brenyon Way at Walkway to Lowry Sq,,43.803485,-79.208297,,,0,,,1,
2225,10661,South Kingsway at Ripley Ave,,43.636704,-79.475022,,,0,,,2,
2228,9459,Eastdale Ave at Goodwood Park Cres North Side,,43.69475,-79.300684,,,0,,,1,
2229,6800,Pritchard Ave at Mould Ave,,43.670686,-79.487855,,,0,,,2,
2230,1826,Cummer Ave at Willowdale Ave,,43.788556,-79.410029,,,0,,,1,
2234,642,Brimley Rd at Fraserton Gate,,43.748774,-79.253297,,,0,,,1,
2235,5345,Lawrence Ave West at Brookhaven Dr West Side,,43.704339,-79.497169,,,0,,,2,
2236,402,Birchmount Rd at Dulverton Rd North Side,,43.748713,-79.285171,,,0,,,1,
2238,8017,Parkview Hill Cres at Alder Rd,,43.703778,-79.325203,,,0,,,2,
2239,6203,The Westway at Sun Row Dr,,43.689316,-79.540696,,,0,,,1,
2240,10834,Passmore Ave at State Crown Blvd,,43.828583,-79.259231,,,0,,,1,
2241,4193,King St West at Wilson Park Rd West Side,,43.637034,-79.442107,,,0,,,2,
2242,2404,Eglinton Ave West at Eden Valley Dr,,43.680945,-79.533052,,,0,,,1,
2243,1240,Leslie St at Lake Shore Blvd East,,43.659362,-79.328632,,,0,,,1,
2244,5918,O'Connor Dr at Amsterdam Ave West Side,,43.714263,-79.306145,,,0,,,1,
2245,7954,Lord Seaton Rd at The Links Rd,,43.752549,-79.401702,,,0,,,1,
2246,1822,Cummer Ave at Snowcrest Ave (West),,43.7936,-79.387913,,,0,,,1,
2247,9975,Tapscott Rd at Blackwell Ave,,43.805399,-79.221093,,,0,,,1,
2248,8842,Wilson Ave at Belgrave Ave,,43.740481,-79.418302,,,0,,,1,
2249,6553,Marlee Ave at Stayner Ave,,43.705648,-79.442538,,,0,,,1,
2250,3890,Jane St at Finch Ave West North Side,,43.757727,-79.517629,,,0,,,1,
2251,4535,77 Progress Ave,,43.771549,-79.276145,,,0,,,1,
2252,2137,Dundas St West at Acorn Ave,,43.637002,-79.539091,,,0,,,1,
2253,3257,York Mills Rd at Fenn Ave,,43.746927,-79.389067,,,0,,,2,
2254,10290,Finchdene Sq (North) at Finchdene Sq (West) East Side,,43.820436,-79.23748,,,0,,,1,
2255,7817,Harbord St at Spadina Ave,,43.662955,-79.402355,,,0,,,1,
2256,5234,Lawrence Ave East at Ben Stanton Blvd,,43.757245,-79.238096,,,0,,,1,
2257,2992,Pape Ave at Cosburn Ave,,43.689497,-79.348949,,,0,,,1,
2258,6750,Pharmacy Ave at St Clair Ave East,,43.710092,-79.291175,,,0,,,1,
2259,9665,Lesmill Rd at Valleybrook Dr,,43.75777,-79.354884,,,0,,,1,
2260,6706,Pharmacy Ave at St Bedes Rd,,43.704685,-79.288796,,,0,,,2,
2262,6002,Princess Margaret Blvd at Dornoch Dr,,43.666336,-79.557978,,,0,,,2,
2264,4989,Dixon Rd at Kelfield St,,43.690031,-79.577194,,,0,,,1,
2265,5380,Lawrence Ave West at Jedburgh Rd,,43.724505,-79.4055,,,0,,,1,
2266,13374,Keele St at The Pond Rd South Side,,43.771671,-79.493292,,,0,,,1,
2267,692,Burnhamthorpe Rd at Royalavon Cres West Side,,43.650712,-79.536203,,,0,,,2,
2268,5899,Oakwood Ave at Earlsdale Ave,,43.685432,-79.437922,,,0,,,1,
2269,8878,Opposite 1700 Wilson Ave - Sheridan Mall,,43.720358,-79.510855,,,0,,,1,
2270,1940,Don Mills Rd at Graydon Hall Dr,,43.761635,-79.346994,,,0,,,1,
