stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id
86,3060,Queen St East at Ontario St,,43.654914,-79.367262,,,0,,,1,
87,7336,South Dr at Glen Rd,,43.677609,-79.375709,,,0,,,2,
88,3274,Albion Rd at Martin Grove Rd East Side,,43.741652,-79.593301,,,0,,,1,
89,3649,Glencairn Ave at Danesbury Ave,,43.708453,-79.446634,,,0,,,2,
90,1879,84 Davisville Ave - Salvation Army,,43.699124,-79.393026,,,0,,,1,
91,7184,Sheppard Ave East at Greenbriar Rd,,43.768237,-79.38048,,,0,,,1,
92,341,Bellamy Rd North at Banmoor Blvd North Side,,43.75196,-79.233248,,,0,,,1,
93,9595,McLevin Ave at Greenspire Rd,,43.803144,-79.232276,,,0,,,1,
94,7468,York Mills Rd at Harrison Rd,,43.7496,-79.378889,,,0,,,1,
95,10538,Warden Ave at Denison St North Side,,43.82792,-79.326516,,,0,,,1,
96,5405,Lawrence Ave West at Scarlett Rd,,43.698042,-79.523367,,,0,,,2,
98,7173,Sheppard Ave East at Conlins Rd East Side,,43.80425,-79.189258,,,0,,,1,
99,7034,Royal York Rd at Trehorne Dr,,43.690289,-79.529987,,,0,,,1,
100,67,Avenue Rd at Lonsdale Rd South Side,,43.690299,-79.403055,,,0,,,1,
101,1355,601 Milner Ave,,43.793966,-79.223153,,,0,,,1,
103,4720,Wynford Dr at Don Mills Rd East Side,,43.723099,-79.338338,,,0,,,2,
104,6175,Weston Rd at Fern Ave South Side,,43.702116,-79.523302,,,0,,,1,
105,6131,St Clair Ave East at Victoria Park Ave West Side,,43.708945,-79.296378,,,0,,,1,
106,7063,Runnymede Rd at Maher Ave South Side,,43.662007,-79.480732,,,0,,,1,
107,1495,Rathburn Rd at Pheasant Lane,,43.66157,-79.535378,,,0,,,1,
108,10840,McNicoll Ave at Markham Rd,,43.823774,-79.24824,,,0,,,1,
110,242,Bay St at Dundas St West,,43.655825,-79.383879,,,0,,,1,
111,991,Dundas St West at Sterling Rd,,43.650631,-79.443251,,,0,,,2,
112,4888,Church St at Weston Rd,,43.703403,-79.524942,,,0,,,1,
114,6988,Royal York Rd at Darlingbrook Cres South Side,,43.670934,-79.521782,,,0,,,2,
115,9206,Heathrow Dr at Chesham Dr,,43.726714,-79.505012,,,0,,,1,
116,3708,Horner Ave at Alderbrae Ave,,43.602828,-79.540636,,,0,,,1,
117,3118,St Clair Ave East at Glen Eden Cres,,43.706846,-79.305951,,,0,,,1,
119,4218,Kingston Rd at Eastwood Ave,,43.690304,-79.267035,,,0,,,1,
120,14324,Markham Rd at Edward Jeffreys Ave,,43.896321,-79.26493,,,0,,,2,
121,1237,Leslie St at Commissioners St North Side,,43.65695,-79.326541,,,0,,,1,
122,636,Brimley Rd at Larkhall Ave North Side,,43.751108,-79.25425,,,0,,,1,
123,10143,Brimley Rd at Progress Ave,,43.775111,-79.262909,,,0,,,1,
125,3124,St Regis Cres at St Regis Cres North West Side,,43.755144,-79.486134,,,0,,,1,
126,3401,Canarctic Dr at Keele St,,43.775507,-79.493063,,,0,,,1,
127,9365,McCowan Rd at McNicoll Ave,,43.818132,-79.272206,,,0,,,1,
128,4128,Kennedy Rd at Village Green Sq,,43.777387,-79.28586,,,0,,,1,
129,6787,Prince Edward Dr South at Meadowvale Dr,,43.646879,-79.504626,,,0,,,1,
130,7729,Elmhurst Dr at Henley Cres West Side,,43.728728,-79.571792,,,0,,,2,
131,2881,McNicoll Ave at Brahms Ave,,43.799544,-79.359911,,,0,,,2,
132,6391,Foxwell St at Bruton Rd East Side,,43.670048,-79.498441,,,0,,,2,
133,685,Burnhamthorpe Rd at Old Burnhamthorpe Rd (East),,43.642747,-79.575602,,,0,,,1,
134,13431,Claireport Cres (West) at Albion Rd,,43.746846,-79.634653,,,0,,,1,
135,1853,Danforth Rd at Mack Ave,,43.700261,-79.272824,,,0,,,2,
136,5206,1216 Lansdowne Ave,,43.673282,-79.449421,,,0,,,2,
137,6549,Marlee Ave at Ridelle Ave,,43.70393,-79.441849,,,0,,,1,
138,13305,St Clair Ave West at Runnymede Rd West Side,,43.66887,-79.484326,,,0,,,1,
139,254,Bay St at Harbour St South Side - Ferry Docks Terminal,,43.641735,-79.377377,,,0,,,1,
140,7042,Royal York Rd at York View Dr,,43.630572,-79.504255,,,0,,,1,
141,3657,Glencairn Ave at Glenmount Ave,,43.711963,-79.430158,,,0,,,1,
142,7895,Opposite 3400 Keele St,,43.747916,-79.48704,,,0,,,1,
143,1905,Denton Ave at Madelaine Ave,,43.693522,-79.285673,,,0,,,1,
144,948,Davenport Rd at New St,,43.6747,-79.39311,,,0,,,1,
145,857,Cosburn Ave at Donlands Ave West Side,,43.690981,-79.342035,,,0,,,1,
146,5421,Leslie St at Bannatyne Dr North Side,,43.758903,-79.361143,,,0,,,1,
147,10654,Woodsworth Rd at Hopperton Dr (East),,43.764877,-79.371434,,,0,,,1,
148,6146,Tapscott Rd at Newgale Gate,,43.818214,-79.239653,,,0,,,1,
149,4314,Kipling Ave at Goswell Rd,,43.649052,-79.538342,,,0,,,2,
150,9574,McLevin Ave at Tapscott Rd,,43.80495,-79.226855,,,0,,,1,
151,9214,Arleta Ave at Medal Lane,,43.747718,-79.506309,,,0,,,1,
152,7727,Elmhurst Dr at Genthorn Ave,,43.725054,-79.564692,,,0,,,2,
153,964,Donlands Ave at Memorial Park Ave,,43.689286,-79.340814,,,0,,,1,
154,404,Birchmount Rd at Eglinton Ave East,,43.730225,-79.278074,,,0,,,1,
155,3473,Davenport Rd at Symington Ave,,43.670556,-79.453794,,,0,,,1,
156,8959,Yonge St at Blythwood Rd,,43.716269,-79.400257,,,0,,,1,
157,5678,McCowan Rd at St Andrews Rd,,43.760142,-79.247004,,,0,,,1,
159,1866,Davisville Ave at Acacia Rd,,43.69965,-79.389801,,,0,,,2,
160,3214,Yonge St at Bloor St West - Bloor Station,,43.670441,-79.386954,,,0,,,1,
161,2986,Overlea Blvd at William Morgan Dr West Side,,43.708042,-79.341738,,,0,,,1,
164,6112,St Clair Ave East at Inglewood Dr,,43.689714,-79.386688,,,0,,,1,
165,5595,Martin Grove Rd at Walkway to 308 Silverstone Dr,,43.749189,-79.597892,,,0,,,1,
166,5637,Martin Grove Rd at Redgrave Dr (North),,43.683481,-79.56738,,,0,,,1,
167,2427,Emmett Ave at Jane St,,43.69001,-79.500826,,,0,,,1,
169,6223,Albion Rd at Elmhurst Dr,,43.725287,-79.550901,,,0,,,1,
170,7497,Arrow Rd at Finch Ave West,,43.753006,-79.535911,,,0,,,1,
171,5430,Leslie St at Castlebury Cres,,43.796638,-79.369653,,,0,,,1,
173,196,Bathurst St at Saranac Blvd,,43.723161,-79.430751,,,0,,,1,
175,11676,Lawrence Ave East at Birchmount Rd,,43.747291,-79.285133,,,0,,,1,
176,1914,Don Mills Rd at Chipping Rd,,43.744827,-79.345629,,,0,,,1,
177,6940,225 Rexdale Blvd,,43.712216,-79.574622,,,0,,,1,
178,6486,Kingston Rd at Cromwell Rd West Side,,43.749401,-79.206461,,,0,,,1,
179,7355,Spadina Ave at Queen St West North Side,,43.649178,-79.396495,,,0,,,1,
180,1545,Sheppard Ave East at Willowdale Ave,,43.76413,-79.399503,,,0,,,1,
181,3282,Albion Rd at Westmore Dr East Side,,43.743454,-79.603399,,,0,,,1,
182,9525,Bathurst St at Walkway to Crown Heights Cres,,43.796726,-79.44669,,,0,,,1,
183,4907,Coxwell Ave at Mortimer Ave - Michael Garron Hospital,,43.690393,-79.326395,,,0,,,1,
184,8574,Warden Ave at Huntingwood Dr,,43.78558,-79.311163,,,0,,,1,
185,3589,Finch Ave West at Edithvale Dr,,43.777055,-79.427217,,,0,,,1,
186,8503,Victoria Park Ave at Sparks Ave,,43.808645,-79.33851,,,0,,,1,
187,343,Bellamy Rd North at Benleigh Dr South Side,,43.763167,-79.237531,,,0,,,1,
188,3724,Horner Ave at Kipling Ave,,43.607357,-79.520485,,,0,,,1,
189,3176,Wilmington Ave at Codsell Ave,,43.754932,-79.453524,,,0,,,1,
190,2764,Kennedy Rd at Summer Dr North Side,,43.722233,-79.263541,,,0,,,2,
191,6917,The Queensway at St Lawrence Ave,,43.622458,-79.519305,,,0,,,1,
192,643,Brimley Rd at Shediac Rd,,43.748931,-79.253566,,,0,,,1,
193,9173,Birchmount Rd at Risebrough Circt (South),,43.824208,-79.318211,,,0,,,1,
195,95,Bathurst St at Baycrest Ave,,43.729709,-79.43227,,,0,,,1,
196,10768,Dovercourt Rd at Shanly St,,43.664511,-79.430679,,,0,,,2,
197,11185,Lawrence Ave East at Morning Dew Rd,,43.772188,-79.169034,,,0,,,1,
198,8715,Weston Rd at Denison Rd West,,43.696304,-79.508408,,,0,,,1,
199,224,Bathurst St at Woburn Ave,,43.722434,-79.430385,,,0,,,1,
200,10711,Atkinson Ave at Rosedale Heights Dr (South),,43.813693,-79.443633,,,0,,,1,
201,10470,Opposite 700 Arrow Rd,,43.745407,-79.529314,,,0,,,2,
202,6633,Parliament St at Bloor St East,,43.671579,-79.37081,,,0,,,1,
203,3668,Greenwood Ave at Athletic Ave,,43.669339,-79.327249,,,0,,,1,
204,3740,Hullmar Dr at Monaco Crt,,43.76526,-79.527908,,,0,,,1,
206,5167,Lake Shore Blvd West at Third St,,43.601653,-79.500866,,,0,,,1,
207,7251,Sheppard Ave East at Victoria Park Ave,,43.775457,-79.322733,,,0,,,1,
208,3246,Yonge St at Wellesley St West - Wellesley Station,,43.665025,-79.3847,,,0,,,1,
209,7426,Victoria Park Ave at Sheppard Ave East,,43.775507,-79.323318,,,0,,,1,
210,8876,Wilson Ave at Murray Rd,,43.729711,-79.471403,,,0,,,1,
211,1004,Dupont St at Dufferin St,,43.668358,-79.439135,,,0,,,1,
212,13527,Major Mackenzie Dr East at Ridgecrest Rd,,43.900656,-79.304807,,,0,,,1,
213,5933,O'Connor Dr at Sandra Rd,,43.704655,-79.31359,,,0,,,1,
214,4144,King St East at Sackville St,,43.654602,-79.360165,,,0,,,1,
215,695,Burnhamthorpe Rd at Shaver Ave North West Side,,43.648209,-79.551986,,,0,,,2,
217,13927,Pharmacy Ave at Dawes Rd North Side,,43.708398,-79.290183,,,0,,,2,
218,2205,The East Mall at Capri Rd North Side,,43.652678,-79.563094,,,0,,,1,
219,13464,2666 Danforth Ave,,43.6888,-79.299321,,,0,,,1,
220,5121,High Park Ave at Humberside Ave,,43.660548,-79.468349,,,0,,,1,
221,894,Danforth Ave at Hillingdon Ave,,43.683774,-79.321292,,,0,,,1,
222,2865,Martin Grove Rd at Richgrove Dr North Side,,43.677322,-79.564238,,,0,,,1,
223,4086,Kennedy Rd at Forbes Rd South Side,,43.755088,-79.27719,,,0,,,1,
224,6302,44 Coe Hill Dr,,43.639189,-79.469561,,,0,,,1,
225,13466,Kingston Rd at Old Kingston Rd,,43.773854,-79.183177,,,0,,,1,
226,4871,Chisholm Ave at Crewe Ave,,43.694283,-79.30583,,,0,,,1,
227,8641,Wellesworth Dr at Faversham Cres,,43.658866,-79.579656,,,0,,,1,
228,4903,Coxwell Ave at Glebeholme Blvd,,43.685691,-79.324472,,,0,,,1,
229,6855,Queen St West at Strachan Ave,,43.645403,-79.413052,,,0,,,1,
230,3419,Chaplin Cres at Roselawn Ave,,43.705299,-79.423672,,,0,,,1,
231,11699,10 Disco Rd,,43.701867,-79.592678,,,0,,,2,
233,8828,Willowdale Ave at Wedgewood Dr,,43.79028,-79.410949,,,0,,,1,
235,5653,Martin Grove Rd at Waterbury Dr,,43.687701,-79.568932,,,0,,,2,
236,438,Opposite 1792 Birchmount Rd,,43.765676,-79.291272,,,0,,,1,
237,3405,Ceramic Rd at Le Page Crt,,43.758851,-79.484719,,,0,,,2,
238,9962,Crosby Ave at Warren Cres,,43.661701,-79.500094,,,0,,,1,
239,6941,Rexdale Blvd at Frost St East Side,,43.712262,-79.563763,,,0,,,1,
242,465,Birchmount Rd at Opposite Walkway to Ambercroft Blvd,,43.813928,-79.313425,,,0,,,1,
244,13963,Roywood Dr at Fortrose Cres (West),,43.765905,-79.329219,,,0,,,1,
245,6668,3370 Pharmacy Ave,,43.805754,-79.331609,,,0,,,1,
246,6240,Ameer Ave at Sultana Ave,,43.727038,-79.440355,,,0,,,1,
247,11714,Neilson Rd at Malvern Town Centre (East Entrance),,43.8079,-79.219949,,,0,,,1,
248,8387,Underhill Dr at Roanoke Rd,,43.742,-79.325315,,,0,,,1,
249,11230,Concorde Pl at Concorde Gate South Side,,43.729085,-79.328506,,,0,,,1,
250,3618,Finch Ave West at Torresdale Ave West Side,,43.772336,-79.451367,,,0,,,1,
251,3072,Queen St East at Saulter St East Side,,43.659402,-79.347097,,,0,,,1,
252,6042,Scarborough Golf Club Rd at Lawrence Ave East,,43.762027,-79.215999,,,0,,,1,
253,8592,Warden Ave at Metropolitan Rd South Side,,43.766822,-79.302799,,,0,,,1,
255,2510,Finch Ave East at Gaspe Rd East Side,,43.785766,-79.388562,,,0,,,1,
256,400,Birchmount Rd at Denison St,,43.832649,-79.318647,,,0,,,1,
258,457,Birchmount Rd at Opposite Walkway to River Grove Dr,,43.818437,-79.315416,,,0,,,1,
259,13903,Neilson Rd at Neilson Park Dr,,43.81439,-79.226549,,,0,,,1,
260,116,Bathurst St at Danby Ave,,43.749183,-79.437058,,,0,,,1,
261,9269,Drewry Ave at Yonge St West Side,,43.787075,-79.417804,,,0,,,1,
262,2394,Eglinton Ave West at Oriole Pkwy East Side,,43.705148,-79.40554,,,0,,,1,
263,6109,St Clair Ave East at Herron Ave,,43.711293,-79.285075,,,0,,,1,
264,9203,Heathrow Dr at Jane St,,43.725031,-79.509209,,,0,,,1,
265,5340,Lawrence Ave West at Benton Rd,,43.710145,-79.47202,,,0,,,1,
266,3817,Islington Ave at Milady Rd,,43.752433,-79.56851,,,0,,,1,
267,2249,Eglinton Ave East at Birchmount Rd,,43.729763,-79.278137,,,0,,,1,
268,9473,Ellesmere Rd at Military Trail (East),,43.78669,-79.188167,,,0,,,1,
269,2707,Humberline Dr at Huddersfield Rd,,43.743504,-79.62084,,,0,,,1,
270,7547,Birchmount Rd at Danforth Ave,,43.696844,-79.263822,,,0,,,1,
271,4405,Lansdowne Ave at Lappin Ave,,43.665163,-79.445918,,,0,,,1,
273,1829,Cummer Ave at Yonge St,,43.7873,-79.416321,,,0,,,1,
274,1756,Broadview Ave at Dundas St East,,43.6626,-79.351506,,,0,,,2,
275,5975,Ossington Ave at Leeds St South Side,,43.663872,-79.426518,,,0,,,1,
276,1401,Neilson Rd at Sheppard Ave East,,43.798278,-79.217892,,,0,,,1,
277,2886,McNicoll Ave at Don Mills Rd,,43.79967,-79.353848,,,0,,,1,
278,5399,Lawrence Ave West at Roxaline St,,43.696704,-79.529765,,,0,,,2,
279,6119,St Clair Ave East at Mt Pleasant Rd West Side,,43.690306,-79.383911,,,0,,,1,
280,6270,Brown's Line at Horner Ave,,43.601827,-79.54543,,,0,,,1,
281,5857,375 Norfinch Dr,,43.770165,-79.531686,,,0,,,1,
283,3319,Beechgrove Dr at Dunstall Cres,,43.772505,-79.160886,,,0,,,2,
284,622,Brimley Rd at Dallyn Cres,,43.741205,-79.25039,,,0,,,1,
285,8772,Weston Rd at Toryork Dr,,43.753493,-79.542887,,,0,,,1,
287,1086,Gerrard St East at De Grassi St,,43.66641,-79.348419,,,0,,,2,
288,3454,Coronation Dr at Manse Rd,,43.76452,-79.173148,,,0,,,1,
289,3269,Albion Rd at Carrier Dr,,43.74558,-79.61401,,,0,,,1,
290,7660,Dufferin St at Supertest Rd,,43.777829,-79.468955,,,0,,,1,
292,4423,Lawrence Ave East at Morningside Ave,,43.76821,-79.186546,,,0,,,1,
293,1747,The Bridle Path at Park Lane Cir,,43.730749,-79.361238,,,0,,,1,
294,7860,Humber College Blvd at Humberline Dr,,43.732115,-79.60889,,,0,,,1,
295,4763,Airport Rd at Northwest Dr,,43.698901,-79.635642,,,0,,,2,
296,59,Avenue Rd at Dunblaine Ave,,43.735846,-79.41995,,,0,,,1,
297,7055,Runnymede Rd at Deforest Rd,,43.648653,-79.4752,,,0,,,2,
298,9506,715 Finch Ave West,,43.769727,-79.462373,,,0,,,1,
300,6839,Queen St West at Brock Ave,,43.641545,-79.432245,,,0,,,1,
301,1647,William R Allen Rd at Sheppard Ave West South Side,,43.749635,-79.463343,,,0,,,1,
302,4260,Kingston Rd at Sandown Ave,,43.70858,-79.249674,,,0,,,1,
303,6317,Commissioners St at Logan Ave,,43.651835,-79.337506,,,0,,,2,
304,8481,Victoria Park Ave at Meadowacres Dr,,43.771798,-79.321251,,,0,,,1,
305,1919,Don Mills Rd at Deerford Rd,,43.785281,-79.35057,,,0,,,1,
306,9503,Lawrence Ave East at Markham Rd,,43.759631,-79.225553,,,0,,,1,
307,6024,Rogers Rd at Gilbert Ave,,43.683445,-79.459325,,,0,,,2,
308,1825,285 Cummer Ave - St John's Rehab Hospital,,43.789637,-79.405129,,,0,,,2,
309,9250,Thirtieth St at Elder Ave,,43.597919,-79.530991,,,0,,,2,
310,5638,Martin Grove Rd at Rexdale Blvd South Side,,43.713568,-79.581134,,,0,,,1,
311,1111,Gerrard St East at University Ave,,43.657731,-79.388929,,,0,,,1,
312,3652,Glencairn Ave at Englemount Ave,,43.710646,-79.435733,,,0,,,1,
313,90,Bathurst St at Bainbridge Ave,,43.75091,-79.437474,,,0,,,1,
314,1098,Gerrard St East at Marjory Ave,,43.668684,-79.337632,,,0,,,2,
315,1062,Fleet St at Strachan Ave,,43.636172,-79.410145,,,0,,,1,
316,11078,Carrier Dr at Dansk Crt South Side,,43.743515,-79.61471,,,0,,,2,
317,3623,Finch Ave West at Wilmington Ave,,43.770363,-79.46065,,,0,,,1,
318,4073,Kennedy Rd at Brigstock Rd,,43.761387,-79.279261,,,0,,,1,
320,2948,Morningside Ave at Morningview Trail,,43.813343,-79.206063,,,0,,,1,
321,4726,123 Wynford Dr,,43.726923,-79.329142,,,0,,,1,
322,2633,Opposite 1685 Finch Ave West - St Wilfreds School,,43.760411,-79.503238,,,0,,,1,
323,2517,Finch Ave East at Kenneth Ave,,43.780577,-79.412214,,,0,,,1,
324,7023,Royal York Rd at The Queensway,,43.626498,-79.50278,,,0,,,1,
325,1482,Rathburn Rd at Islington Ave West Side,,43.662364,-79.531737,,,0,,,1,
326,310,Bayview Ave at Opposite Garnier Park,,43.800927,-79.395689,,,0,,,1,
327,5019,Dundas St West at Nottingham Dr,,43.655267,-79.522723,,,0,,,2,
328,10863,6807 Steeles Ave West,,43.756036,-79.611033,,,0,,,1,
329,6963,Opposite 400 Rockcliffe Blvd - Rockcliffe Middle School,,43.674739,-79.488356,,,0,,,1,
330,4510,Old Weston Rd at Turnberry Ave,,43.67825,-79.46463,,,0,,,1,
331,7911,Laurentide Dr at Barnwood Crt East Side,,43.753092,-79.33874,,,0,,,1,
333,4109,Kennedy Rd at Cowdray Crt,,43.780431,-79.286698,,,0,,,1,
334,9130,Finch Ave West at Yonge St West Side,,43.779728,-79.416164,,,0,,,1,
335,1906,Denton Ave at St Dunstan Dr,,43.693583,-79.285951,,,0,,,1,
336,7290,Sheppard Ave West at Maxwell St,,43.754151,-79.445628,,,0,,,2,
337,9810,McCowan Rd at Alton Towers Cir (North),,43.82702,-79.276064,,,0,,,1,
338,976,Donlands Ave at Torrens Ave,,43.69285,-79.342456,,,0,,,1,
339,1535,Sheppard Ave East at Doris Ave,,43.762274,-79.408102,,,0,,,1,
340,7007,800 Royal York Rd,,43.63922,-79.508702,,,0,,,1,
341,5330,Lawrence Ave East at Warden Ave,,43.745187,-79.295013,,,0,,,1,
342,13473,Humberline Dr at Viewcrest Cir,,43.732276,-79.617211,,,0,,,1,
343,45,Avenue Rd at Balmoral Ave North Side,,43.684707,-79.400532,,,0,,,1,
344,6133,St Clair Ave East at Westview Blvd,,43.706133,-79.310074,,,0,,,2,
345,6057,2002-2012 Sheppard Ave West,,43.738711,-79.516709,,,0,,,1,
346,11292,Finch Ave West at Highway 27,,43.73388,-79.603867,,,0,,,1,
347,4382,Kipling Ave at Tyre Ave,,43.64501,-79.536573,,,0,,,2,
348,5569,Markham Rd at Lawrence Ave East,,43.759679,-79.225072,,,0,,,1,
350,5478,Leslie St at Southwell Dr North Side,,43.746257,-79.358382,,,0,,,2,
352,3482,Opposite 111 Disco Rd,,43.700349,-79.599302,,,0,,,1,
353,2919,Midland Ave at Wilkie Ave,,43.71552,-79.250145,,,0,,,1,
355,9158,Leslie St at Ballyronan Rd,,43.749395,-79.359037,,,0,,,1,
356,9102,Opposite 25 Kodiak Cres,,43.754066,-79.46622,,,0,,,1,
358,4924,Culford Rd at George Anderson Dr,,43.703148,-79.486494,,,0,,,2,
360,14245,Warden Ave at Glenbourne Park Dr,,43.882273,-79.34063,,,0,,,1,
361,2495,Finch Ave East at Bridletowne Circle (East),,43.797673,-79.312116,,,0,,,1,
362,7409,Varna Dr at Rondale Blvd North Side,,43.721389,-79.440968,,,0,,,1,
363,617,Brimley Rd at Arnprior Rd South Side,,43.751152,-79.254486,,,0,,,1,
364,10524,Ellesmere Rd at Zaph Ave,,43.79184,-79.166565,,,0,,,2,
365,13684,185 Yorkland Blvd,,43.771262,-79.335442,,,0,,,1,
367,9667,Brimley Rd at Danjohn Cres (North) South Side,,43.812873,-79.280655,,,0,,,1,
368,2362,Eglinton Ave West at Islington Ave,,43.679694,-79.539176,,,0,,,1,
369,8446,Victoria Park Ave at Dawes Rd,,43.706606,-79.294903,,,0,,,1,
370,10149,Brimley Rd at Grittani Lane South Side,,43.780833,-79.265503,,,0,,,2,
371,2782,Kingston Rd at Lee Ave,,43.678012,-79.301308,,,0,,,1,
372,5452,Leslie St at Kirkwood Rd,,43.756517,-79.360962,,,0,,,1,
